2015-05-20 7:34:01 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 23
2015-05-20 7:34:10 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 21
2015-05-20 7:34:10 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 23
2015-05-20 7:38:36 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 23
2015-05-20 7:38:39 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 23
2015-05-20 7:38:45 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 21
2015-05-20 7:38:45 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 23
2015-05-20 7:50:30 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 21
2015-05-20 7:50:30 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 23
2015-05-20 7:51:56 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 23
2015-05-20 7:53:29 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 25
2015-05-20 7:53:45 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 25
2015-05-20 7:54:10 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 21
2015-05-20 7:54:10 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 25
2015-05-20 7:54:31 - PHP Warning:  implode(): Invalid arguments passed in /var/www/html/quickmusic/catalog/controller/app/search.php on line 25
2015-05-20 7:55:25 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 21
2015-05-20 7:56:02 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 21
2015-05-20 7:57:42 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 21
2015-05-20 8:00:05 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 21
2015-05-20 8:21:19 - PHP Warning:  strpos() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 22
2015-05-20 8:21:19 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 25
2015-05-20 8:21:56 - PHP Warning:  strpos() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 22
